customer_id,age,gender,education,income,purchase_amount,purchase_date,product_category,rating,discount_percent,shipping_cost,total_cost,discount_amount,final_price,price_per_rating,income_purchase_ratio,age_squared,spending_power_index,education_encoded,gender_Female,gender_Male,gender_Other,product_category_Books,product_category_Clothing,product_category_Electronics,product_category_Food,product_category_Home,age_group,income_bracket,purchase_category,rating_category,discount_tier,price_quartile,spending_ratio_bin,purchase_date_year,purchase_date_month,purchase_date_month_name,purchase_date_day,purchase_date_day_of_week,purchase_date_day_name,purchase_date_quarter,purchase_date_week_of_year,purchase_date_is_weekend,purchase_date_is_month_start,purchase_date_is_month_end,purchase_date_days_since_epoch,purchase_date_season,purchase_date_days_from_today,purchase_date_is_recent
486,41,Other,Master,439017,11042.17,2025-05-02,Food,3.1,22.28,22.26,11064.43,2460.2,8604.23,2775.56,2.52,1681,10.71,2,0,0,1,0,0,0,1,0,36-50,High,Very High,Good,Low Discount,Q4,"(0.00901, 4.228]",2025,5,May,2,4,Friday,2,18,0,0,0,20210,Spring,291,0
487,52,Male,PhD,83208,1239.55,2025-06-19,Electronics,5.0,2.47,5.66,1245.21,30.62,1214.59,242.92,1.49,2704,1.6,3,0,1,0,0,0,1,0,0,51-65,Upper-Middle,High,Excellent,No Discount,Q2,"(0.00901, 4.228]",2025,6,June,19,3,Thursday,2,25,0,0,0,20258,Summer,243,0
488,73,Other,Bachelor,53828,4097.32,2025-10-18,Books,4.2,28.47,17.57,4114.89,1166.51,2948.38,702.0,7.61,5329,0.74,1,0,0,1,1,0,0,0,0,65+,Middle,Very High,Excellent,Medium Discount,Q4,"(4.228, 8.426]",2025,10,October,18,5,Saturday,4,42,1,0,0,20379,Fall,122,0
489,47,Male,Bachelor,38711,3999.09,2025-04-25,Electronics,4.4,19.14,49.91,4049.0,765.43,3283.57,746.27,10.33,2209,0.82,1,0,1,0,0,0,1,0,0,36-50,Lower-Middle,Very High,Excellent,Low Discount,Q4,"(8.426, 12.624]",2025,4,April,25,4,Friday,2,17,0,0,0,20203,Spring,298,0
490,74,Male,Bachelor,23420,3476.54,2025-05-11,Clothing,3.5,37.86,44.44,3520.98,1316.22,2204.76,629.93,14.84,5476,0.32,1,0,1,0,0,1,0,0,0,65+,Low,Very High,Good,Medium Discount,Q3,"(12.624, 16.822]",2025,5,May,11,6,Sunday,2,19,1,0,0,20219,Spring,282,0
491,47,Female,Bachelor,116752,1368.0,2026-01-17,Clothing,1.2,15.28,2.42,1370.42,209.03,1161.39,967.83,1.17,2209,2.48,1,1,0,0,0,1,0,0,0,36-50,High,High,Poor,Low Discount,Q2,"(0.00901, 4.228]",2026,1,January,17,5,Saturday,1,3,1,0,0,20470,Winter,31,0
492,64,Female,High School,20301,2955.25,2025-03-21,Food,1.8,29.65,28.16,2983.41,876.23,2107.18,1170.66,14.56,4096,0.32,0,1,0,0,0,0,0,1,0,51-65,Low,Very High,Poor,Medium Discount,Q3,"(12.624, 16.822]",2025,3,March,21,4,Friday,1,12,0,0,0,20168,Spring,333,0
493,52,Male,High School,65236,1811.26,2025-09-25,Books,4.7,26.88,32.39,1843.65,486.87,1356.78,288.68,2.78,2704,1.25,0,0,1,0,1,0,0,0,0,51-65,Middle,High,Excellent,Medium Discount,Q2,"(0.00901, 4.228]",2025,9,September,25,3,Thursday,3,39,0,0,0,20356,Fall,145,0
494,36,Other,PhD,135294,466.99,2025-09-15,Home,2.5,0.24,10.48,477.47,1.12,476.35,190.54,0.35,1296,3.76,3,0,0,1,0,0,0,0,1,36-50,High,Low,Fair,No Discount,Q1,"(0.00901, 4.228]",2025,9,September,15,0,Monday,3,38,0,0,0,20346,Fall,155,0
495,67,Male,Master,137858,4587.39,2026-02-02,Books,1.4,3.62,7.26,4594.65,166.06,4428.59,3163.28,3.33,4489,2.06,2,0,1,0,1,0,0,0,0,65+,High,Very High,Poor,No Discount,Q4,"(0.00901, 4.228]",2026,2,February,2,0,Monday,1,6,0,0,0,20486,Winter,15,1
496,25,Male,Bachelor,86235,692.72,2025-02-28,Clothing,3.8,14.52,45.22,737.94,100.58,637.36,167.73,0.8,625,3.45,1,0,1,0,0,1,0,0,0,18-25,Upper-Middle,Medium,Good,Low Discount,Q1,"(0.00901, 4.228]",2025,2,February,28,4,Friday,1,9,0,0,1,20147,Winter,354,0
497,43,Other,PhD,74240,4751.68,2026-01-02,Home,2.2,44.11,48.44,4800.12,2095.97,2704.15,1229.16,6.4,1849,1.73,3,0,0,1,0,0,0,0,1,36-50,Middle,Very High,Fair,High Discount,Q3,"(4.228, 8.426]",2026,1,January,2,4,Friday,1,1,0,0,0,20455,Winter,46,0
498,66,Other,High School,144019,2235.57,2025-06-12,Books,2.1,7.35,49.59,2285.16,164.31,2120.85,1009.93,1.55,4356,2.18,0,0,0,1,1,0,0,0,0,65+,High,Very High,Fair,No Discount,Q3,"(0.00901, 4.228]",2025,6,June,12,3,Thursday,2,24,0,0,0,20251,Summer,250,0
499,57,Other,High School,85726,933.81,2025-08-15,Books,5.0,35.54,39.49,973.3,331.88,641.42,128.28,1.09,3249,1.5,0,0,0,1,1,0,0,0,0,51-65,Upper-Middle,Medium,Excellent,Medium Discount,Q1,"(0.00901, 4.228]",2025,8,August,15,4,Friday,3,33,0,0,0,20315,Summer,186,0
500,24,Other,Master,30492,2714.09,2026-01-18,Home,4.4,48.67,33.18,2747.27,1320.95,1426.32,324.16,8.9,576,1.27,2,0,0,1,0,0,0,0,1,18-25,Lower-Middle,Very High,Excellent,High Discount,Q2,"(8.426, 12.624]",2026,1,January,18,6,Sunday,1,3,1,0,0,20471,Winter,30,1
501,47,Male,Master,135668,4366.0,2025-06-03,Clothing,2.6,39.53,17.29,4383.29,1725.88,2657.41,1022.08,3.22,2209,2.89,2,0,1,0,0,1,0,0,0,36-50,High,Very High,Fair,Medium Discount,Q3,"(0.00901, 4.228]",2025,6,June,3,1,Tuesday,2,23,0,0,0,20242,Summer,259,0
502,24,Male,Master,121279,3663.8,2026-02-01,Books,4.9,12.15,8.57,3672.37,445.15,3227.22,658.62,3.02,576,5.05,2,0,1,0,1,0,0,0,0,18-25,High,Very High,Excellent,Low Discount,Q4,"(0.00901, 4.228]",2026,2,February,1,6,Sunday,1,5,1,1,0,20485,Winter,16,1
503,20,Female,PhD,26102,4034.74,2026-01-10,Home,3.6,45.42,3.95,4038.69,1832.58,2206.11,612.81,15.46,400,1.31,3,1,0,0,0,0,0,0,1,18-25,Low,Very High,Good,High Discount,Q3,"(12.624, 16.822]",2026,1,January,10,5,Saturday,1,2,1,0,0,20463,Winter,38,0
504,18,Male,High School,70336,3297.33,2025-04-20,Clothing,4.0,4.66,34.66,3331.99,153.66,3178.33,794.58,4.69,324,3.91,0,0,1,0,0,1,0,0,0,18-25,Middle,Very High,Good,No Discount,Q4,"(4.228, 8.426]",2025,4,April,20,6,Sunday,2,16,1,0,0,20198,Spring,303,0
505,53,Other,High School,138015,3464.46,2026-01-10,Home,1.1,23.41,39.24,3503.7,811.03,2692.67,2447.88,2.51,2809,2.6,0,0,0,1,0,0,0,0,1,51-65,High,Very High,Poor,Low Discount,Q3,"(0.00901, 4.228]",2026,1,January,10,5,Saturday,1,2,1,0,0,20463,Winter,38,0
506,42,Female,Master,105314,4247.49,2025-10-09,Home,1.5,44.38,41.32,4288.81,1885.04,2403.77,1602.51,4.03,1764,2.51,2,1,0,0,0,0,0,0,1,36-50,High,Very High,Poor,High Discount,Q3,"(0.00901, 4.228]",2025,10,October,9,3,Thursday,4,41,0,0,0,20370,Fall,131,0
507,54,Other,Bachelor,143007,1255.84,2026-01-19,Books,3.5,32.06,45.69,1301.53,402.62,898.91,256.83,0.88,2916,2.65,1,0,0,1,1,0,0,0,0,51-65,High,High,Good,Medium Discount,Q1,"(0.00901, 4.228]",2026,1,January,19,0,Monday,1,4,0,0,0,20472,Winter,29,1
508,18,Male,Master,46641,2452.23,2025-09-13,Clothing,4.6,20.68,44.0,2496.23,507.12,1989.11,432.42,5.26,324,2.59,2,0,1,0,0,1,0,0,0,18-25,Lower-Middle,Very High,Excellent,Low Discount,Q3,"(4.228, 8.426]",2025,9,September,13,5,Saturday,3,37,1,0,0,20344,Fall,157,0
509,32,Female,PhD,54584,1113.84,2025-05-16,Books,3.5,14.64,49.99,1163.83,163.07,1000.76,285.93,2.04,1024,1.71,3,1,0,0,1,0,0,0,0,26-35,Middle,High,Good,Low Discount,Q2,"(0.00901, 4.228]",2025,5,May,16,4,Friday,2,20,0,0,0,20224,Spring,277,0
510,54,Other,Master,52745,4938.46,2025-07-30,Electronics,1.5,18.75,12.2,4950.66,925.96,4024.7,2683.13,9.36,2916,0.98,2,0,0,1,0,0,1,0,0,51-65,Middle,Very High,Poor,Low Discount,Q4,"(8.426, 12.624]",2025,7,July,30,2,Wednesday,3,31,0,0,0,20299,Summer,202,0
511,30,Female,Master,140542,4720.86,2025-12-14,Electronics,1.5,25.45,38.17,4759.03,1201.46,3557.57,2371.71,3.36,900,4.68,2,1,0,0,0,0,1,0,0,26-35,High,Very High,Poor,Medium Discount,Q4,"(0.00901, 4.228]",2025,12,December,14,6,Sunday,4,50,1,0,0,20436,Winter,65,0
512,57,Female,PhD,43093,206.74,2025-11-02,Clothing,4.4,15.95,29.32,236.06,32.98,203.08,46.15,0.48,3249,0.76,3,1,0,0,0,1,0,0,0,51-65,Lower-Middle,Low,Excellent,Low Discount,Q1,"(0.00901, 4.228]",2025,11,November,2,6,Sunday,4,44,1,0,0,20394,Fall,107,0
513,25,Male,Master,86105,3530.82,2025-05-26,Home,1.6,48.45,13.06,3543.88,1710.68,1833.2,1145.75,4.1,625,3.44,2,0,1,0,0,0,0,0,1,18-25,Upper-Middle,Very High,Poor,High Discount,Q2,"(0.00901, 4.228]",2025,5,May,26,0,Monday,2,22,0,0,0,20234,Spring,267,0
514,22,Other,High School,123746,4626.99,2025-07-11,Books,3.1,46.65,49.1,4676.09,2158.49,2517.6,812.13,3.74,484,5.62,0,0,0,1,1,0,0,0,0,18-25,High,Very High,Good,High Discount,Q3,"(0.00901, 4.228]",2025,7,July,11,4,Friday,3,28,0,0,0,20280,Summer,221,0
515,77,Female,Bachelor,120199,911.07,2025-05-02,Books,1.1,43.53,44.89,955.96,396.59,559.37,508.52,0.76,5929,1.56,1,1,0,0,1,0,0,0,0,65+,High,Medium,Poor,High Discount,Q1,"(0.00901, 4.228]",2025,5,May,2,4,Friday,2,18,0,0,0,20210,Spring,291,0
516,26,Female,Master,71885,2844.05,2026-01-31,Clothing,1.3,21.09,6.43,2850.48,599.81,2250.67,1731.28,3.96,676,2.76,2,1,0,0,0,1,0,0,0,26-35,Middle,Very High,Poor,Low Discount,Q3,"(0.00901, 4.228]",2026,1,January,31,5,Saturday,1,5,1,0,1,20484,Winter,17,1
517,18,Other,PhD,56631,4578.29,2025-11-20,Clothing,3.7,34.57,1.31,4579.6,1582.71,2996.89,809.97,8.08,324,3.15,3,0,0,1,0,1,0,0,0,18-25,Middle,Very High,Good,Medium Discount,Q4,"(4.228, 8.426]",2025,11,November,20,3,Thursday,4,47,0,0,0,20412,Fall,89,0
518,53,Female,Bachelor,131217,179.39,2025-08-21,Electronics,3.8,45.14,34.42,213.81,80.98,132.83,34.96,0.14,2809,2.48,1,1,0,0,0,0,1,0,0,51-65,High,Low,Good,High Discount,Q1,"(0.00901, 4.228]",2025,8,August,21,3,Thursday,3,34,0,0,0,20321,Summer,180,0
519,52,Female,PhD,92991,3490.13,2025-06-08,Food,2.4,42.52,30.21,3520.34,1484.0,2036.34,848.48,3.75,2704,1.79,3,1,0,0,0,0,0,1,0,51-65,Upper-Middle,Very High,Fair,High Discount,Q3,"(0.00901, 4.228]",2025,6,June,8,6,Sunday,2,23,1,0,0,20247,Summer,254,0
520,19,Female,Bachelor,24014,1493.77,2025-06-10,Clothing,1.9,20.72,46.79,1540.56,309.51,1231.05,647.92,6.22,361,1.26,1,1,0,0,0,1,0,0,0,18-25,Low,High,Poor,Low Discount,Q2,"(4.228, 8.426]",2025,6,June,10,1,Tuesday,2,24,0,0,0,20249,Summer,252,0
521,57,Other,Bachelor,31093,4622.74,2025-06-06,Food,4.3,5.62,11.7,4634.44,259.8,4374.64,1017.36,14.87,3249,0.55,1,0,0,1,0,0,0,1,0,51-65,Lower-Middle,Very High,Excellent,No Discount,Q4,"(12.624, 16.822]",2025,6,June,6,4,Friday,2,23,0,0,0,20245,Summer,256,0
522,40,Other,Master,38070,4855.58,2025-03-09,Clothing,1.9,3.78,4.22,4859.8,183.54,4676.26,2461.19,12.75,1600,0.95,2,0,0,1,0,1,0,0,0,36-50,Lower-Middle,Very High,Poor,No Discount,Q4,"(12.624, 16.822]",2025,3,March,9,6,Sunday,1,10,1,0,0,20156,Spring,345,0
523,26,Other,High School,55777,4721.89,2025-11-23,Home,3.2,28.85,12.96,4734.85,1362.27,3372.58,1053.93,8.47,676,2.15,0,0,0,1,0,0,0,0,1,26-35,Middle,Very High,Good,Medium Discount,Q4,"(8.426, 12.624]",2025,11,November,23,6,Sunday,4,47,1,0,0,20415,Fall,86,0
524,51,Other,Master,76958,2376.33,2025-11-20,Home,4.9,32.13,0.95,2377.28,763.51,1613.77,329.34,3.09,2601,1.51,2,0,0,1,0,0,0,0,1,51-65,Upper-Middle,Very High,Excellent,Medium Discount,Q2,"(0.00901, 4.228]",2025,11,November,20,3,Thursday,4,47,0,0,0,20412,Fall,89,0
525,63,Male,PhD,102074,4311.59,2025-06-26,Electronics,1.6,42.49,1.79,4313.38,1831.99,2481.39,1550.87,4.22,3969,1.62,3,0,1,0,0,0,1,0,0,51-65,High,Very High,Poor,High Discount,Q3,"(0.00901, 4.228]",2025,6,June,26,3,Thursday,2,26,0,0,0,20265,Summer,236,0
526,31,Female,PhD,30729,4224.3,2025-12-10,Electronics,4.8,14.63,45.74,4270.04,618.02,3652.02,760.84,13.75,961,0.99,3,1,0,0,0,0,1,0,0,26-35,Lower-Middle,Very High,Excellent,Low Discount,Q4,"(12.624, 16.822]",2025,12,December,10,2,Wednesday,4,50,0,0,0,20432,Winter,69,0
527,21,Other,Bachelor,119713,1602.31,2026-01-05,Food,1.7,8.37,17.6,1619.91,134.11,1485.8,874.0,1.34,441,5.7,1,0,0,1,0,0,0,1,0,18-25,High,High,Poor,No Discount,Q2,"(0.00901, 4.228]",2026,1,January,5,0,Monday,1,2,0,0,0,20458,Winter,43,0
528,47,Female,Bachelor,65017,4146.29,2025-08-02,Clothing,3.3,18.95,20.54,4166.83,785.72,3381.11,1024.58,6.38,2209,1.38,1,1,0,0,0,1,0,0,0,36-50,Middle,Very High,Good,Low Discount,Q4,"(4.228, 8.426]",2025,8,August,2,5,Saturday,3,31,1,0,0,20302,Summer,199,0
529,48,Female,High School,86320,194.67,2025-09-19,Books,2.5,17.68,0.92,195.59,34.42,161.17,64.47,0.23,2304,1.8,0,1,0,0,1,0,0,0,0,36-50,Upper-Middle,Low,Fair,Low Discount,Q1,"(0.00901, 4.228]",2025,9,September,19,4,Friday,3,38,0,0,0,20350,Fall,151,0
530,55,Male,Master,47751,2985.39,2025-11-24,Electronics,4.9,6.62,13.53,2998.92,197.63,2801.29,571.69,6.25,3025,0.87,2,0,1,0,0,0,1,0,0,51-65,Lower-Middle,Very High,Excellent,No Discount,Q3,"(4.228, 8.426]",2025,11,November,24,0,Monday,4,48,0,0,0,20416,Fall,85,0
531,28,Other,PhD,126400,1157.74,2026-01-30,Books,2.1,33.61,40.24,1197.98,389.12,808.86,385.17,0.92,784,4.51,3,0,0,1,1,0,0,0,0,26-35,High,High,Fair,Medium Discount,Q1,"(0.00901, 4.228]",2026,1,January,30,4,Friday,1,5,0,0,0,20483,Winter,18,1
532,52,Other,Bachelor,125864,611.63,2025-11-09,Books,2.6,25.43,30.77,642.4,155.54,486.86,187.25,0.49,2704,2.42,1,0,0,1,1,0,0,0,0,51-65,High,Medium,Fair,Medium Discount,Q1,"(0.00901, 4.228]",2025,11,November,9,6,Sunday,4,45,1,0,0,20401,Fall,100,0
533,25,Female,High School,98069,394.0,2025-11-15,Clothing,4.9,36.06,37.69,431.69,142.08,289.61,59.1,0.4,625,3.92,0,1,0,0,0,1,0,0,0,18-25,Upper-Middle,Low,Excellent,Medium Discount,Q1,"(0.00901, 4.228]",2025,11,November,15,5,Saturday,4,46,1,0,0,20407,Fall,94,0
534,20,Other,PhD,125647,3484.48,2025-06-09,Food,3.1,17.63,22.36,3506.84,614.31,2892.53,933.07,2.77,400,6.28,3,0,0,1,0,0,0,1,0,18-25,High,Very High,Good,Low Discount,Q3,"(0.00901, 4.228]",2025,6,June,9,0,Monday,2,24,0,0,0,20248,Summer,253,0
535,31,Female,Bachelor,125510,1705.98,2025-02-26,Clothing,3.0,16.29,15.49,1721.47,277.9,1443.57,481.19,1.36,961,4.05,1,1,0,0,0,1,0,0,0,26-35,High,High,Fair,Low Discount,Q2,"(0.00901, 4.228]",2025,2,February,26,2,Wednesday,1,9,0,0,0,20145,Winter,356,0
536,77,Female,PhD,74748,3626.59,2026-01-19,Electronics,2.0,23.63,24.14,3650.73,856.96,2793.77,1396.88,4.85,5929,0.97,3,1,0,0,0,0,1,0,0,65+,Middle,Very High,Poor,Low Discount,Q3,"(4.228, 8.426]",2026,1,January,19,0,Monday,1,4,0,0,0,20472,Winter,29,1
537,30,Male,High School,25801,336.13,2025-06-14,Books,3.8,43.87,16.15,352.28,147.46,204.82,53.9,1.3,900,0.86,0,0,1,0,1,0,0,0,0,26-35,Low,Low,Good,High Discount,Q1,"(0.00901, 4.228]",2025,6,June,14,5,Saturday,2,24,1,0,0,20253,Summer,248,0
538,62,Male,High School,39190,1583.3,2026-01-16,Clothing,1.1,2.01,41.95,1625.25,31.82,1593.43,1448.57,4.04,3844,0.63,0,0,1,0,0,1,0,0,0,51-65,Lower-Middle,High,Poor,No Discount,Q2,"(0.00901, 4.228]",2026,1,January,16,4,Friday,1,3,0,0,0,20469,Winter,32,0
539,49,Male,PhD,69689,2702.06,2025-07-04,Clothing,1.2,40.24,14.88,2716.94,1087.31,1629.63,1358.02,3.88,2401,1.42,3,0,1,0,0,1,0,0,0,36-50,Middle,Very High,Poor,High Discount,Q2,"(0.00901, 4.228]",2025,7,July,4,4,Friday,3,27,0,0,0,20273,Summer,228,0
540,51,Female,Master,124290,3955.71,2026-02-06,Clothing,3.4,18.45,32.99,3988.7,729.83,3258.87,958.49,3.18,2601,2.44,2,1,0,0,0,1,0,0,0,51-65,High,Very High,Good,Low Discount,Q4,"(0.00901, 4.228]",2026,2,February,6,4,Friday,1,6,0,0,0,20490,Winter,11,1
541,62,Other,PhD,267990,12674.63,2025-10-23,Electronics,2.4,42.73,6.85,12681.48,5415.87,7265.61,3027.34,4.73,3844,4.32,3,0,0,1,0,0,1,0,0,51-65,High,Very High,Fair,High Discount,Q4,"(4.228, 8.426]",2025,10,October,23,3,Thursday,4,43,0,0,0,20384,Fall,117,0
542,78,Male,Bachelor,49592,3133.2,2025-03-05,Food,4.8,40.11,34.34,3167.54,1256.73,1910.81,398.09,6.32,6084,0.64,1,0,1,0,0,0,0,1,0,65+,Lower-Middle,Very High,Excellent,High Discount,Q2,"(4.228, 8.426]",2025,3,March,5,2,Wednesday,1,10,0,0,0,20152,Spring,349,0
543,36,Other,Master,30647,4431.03,2025-09-16,Clothing,4.6,17.44,45.66,4476.69,772.77,3703.92,805.2,14.46,1296,0.85,2,0,0,1,0,1,0,0,0,36-50,Lower-Middle,Very High,Excellent,Low Discount,Q4,"(12.624, 16.822]",2025,9,September,16,1,Tuesday,3,38,0,0,0,20347,Fall,154,0
544,76,Male,Bachelor,28716,3083.16,2025-06-17,Electronics,3.9,34.69,30.43,3113.59,1069.55,2044.04,524.11,10.74,5776,0.38,1,0,1,0,0,0,1,0,0,65+,Low,Very High,Good,Medium Discount,Q3,"(8.426, 12.624]",2025,6,June,17,1,Tuesday,2,25,0,0,0,20256,Summer,245,0
545,55,Male,PhD,108891,1172.47,2025-03-23,Books,4.3,7.98,27.99,1200.46,93.56,1106.9,257.42,1.08,3025,1.98,3,0,1,0,1,0,0,0,0,51-65,High,High,Excellent,No Discount,Q2,"(0.00901, 4.228]",2025,3,March,23,6,Sunday,1,12,1,0,0,20170,Spring,331,0
546,33,Female,Master,107545,131.76,2025-06-16,Home,3.7,44.81,48.06,179.82,59.04,120.78,32.64,0.12,1089,3.26,2,1,0,0,0,0,0,0,1,26-35,High,Low,Good,High Discount,Q1,"(0.00901, 4.228]",2025,6,June,16,0,Monday,2,25,0,0,0,20255,Summer,246,0
547,19,Male,Bachelor,137638,4351.79,2026-01-20,Electronics,1.5,20.22,31.37,4383.16,879.93,3503.23,2335.49,3.16,361,7.24,1,0,1,0,0,0,1,0,0,18-25,High,Very High,Poor,Low Discount,Q4,"(0.00901, 4.228]",2026,1,January,20,1,Tuesday,1,4,0,0,0,20473,Winter,28,1
548,57,Male,PhD,109912,116.13,2025-09-10,Home,4.1,22.78,12.98,129.11,26.45,102.66,25.04,0.11,3249,1.93,3,0,1,0,0,0,0,0,1,51-65,High,Low,Excellent,Low Discount,Q1,"(0.00901, 4.228]",2025,9,September,10,2,Wednesday,3,37,0,0,0,20341,Fall,160,0
549,34,Female,PhD,130627,4374.76,2025-06-28,Clothing,1.8,35.29,14.62,4389.38,1543.85,2845.53,1580.85,3.35,1156,3.84,3,1,0,0,0,1,0,0,0,26-35,High,Very High,Poor,Medium Discount,Q3,"(0.00901, 4.228]",2025,6,June,28,5,Saturday,2,26,1,0,0,20267,Summer,234,0
550,72,Other,Master,90316,2649.4,2025-08-12,Clothing,2.3,41.04,35.27,2684.67,1087.31,1597.36,694.5,2.93,5184,1.25,2,0,0,1,0,1,0,0,0,65+,Upper-Middle,Very High,Fair,High Discount,Q2,"(0.00901, 4.228]",2025,8,August,12,1,Tuesday,3,33,0,0,0,20312,Summer,189,0
551,51,Male,PhD,400696,11012.99,2025-10-24,Electronics,4.3,11.82,36.77,11049.76,1301.74,9748.02,2266.98,2.75,2601,7.86,3,0,1,0,0,0,1,0,0,51-65,High,Very High,Excellent,Low Discount,Q4,"(0.00901, 4.228]",2025,10,October,24,4,Friday,4,43,0,0,0,20385,Fall,116,0
552,59,Female,High School,22368,3995.93,2025-05-23,Home,3.1,33.07,15.17,4011.1,1321.45,2689.65,867.63,17.86,3481,0.38,0,1,0,0,0,0,0,0,1,51-65,Low,Very High,Good,Medium Discount,Q3,"(16.822, 21.02]",2025,5,May,23,4,Friday,2,21,0,0,0,20231,Spring,270,0
553,77,Male,Bachelor,97575,4989.69,2025-06-05,Clothing,4.4,19.6,17.27,5006.96,977.98,4028.98,915.68,5.11,5929,1.27,1,0,1,0,0,1,0,0,0,65+,Upper-Middle,Very High,Excellent,Low Discount,Q4,"(4.228, 8.426]",2025,6,June,5,3,Thursday,2,23,0,0,0,20244,Summer,257,0
554,33,Female,Bachelor,26655,1760.05,2025-08-22,Books,1.9,18.44,49.55,1809.6,324.55,1485.05,781.61,6.6,1089,0.81,1,1,0,0,1,0,0,0,0,26-35,Low,High,Poor,Low Discount,Q2,"(4.228, 8.426]",2025,8,August,22,4,Friday,3,34,0,0,0,20322,Summer,179,0
555,55,Other,PhD,126477,3838.27,2025-08-30,Food,3.4,34.5,5.1,3843.37,1324.2,2519.17,740.93,3.03,3025,2.3,3,0,0,1,0,0,0,1,0,51-65,High,Very High,Good,Medium Discount,Q3,"(0.00901, 4.228]",2025,8,August,30,5,Saturday,3,35,1,0,0,20330,Summer,171,0
556,77,Other,PhD,90031,2015.64,2025-05-20,Food,1.3,19.36,20.23,2035.87,390.23,1645.64,1265.88,2.24,5929,1.17,3,0,0,1,0,0,0,1,0,65+,Upper-Middle,Very High,Poor,Low Discount,Q2,"(0.00901, 4.228]",2025,5,May,20,1,Tuesday,2,21,0,0,0,20228,Spring,273,0
557,19,Female,High School,96429,2404.58,2025-06-04,Clothing,3.6,17.31,3.12,2407.7,416.23,1991.47,553.19,2.49,361,5.08,0,1,0,0,0,1,0,0,0,18-25,Upper-Middle,Very High,Good,Low Discount,Q3,"(0.00901, 4.228]",2025,6,June,4,2,Wednesday,2,23,0,0,0,20243,Summer,258,0
558,19,Female,Master,111083,3141.25,2025-10-06,Home,4.1,41.79,41.05,3182.3,1312.73,1869.57,455.99,2.83,361,5.85,2,1,0,0,0,0,0,0,1,18-25,High,Very High,Excellent,High Discount,Q2,"(0.00901, 4.228]",2025,10,October,6,0,Monday,4,41,0,0,0,20367,Fall,134,0
559,43,Female,PhD,107922,4369.65,2025-08-31,Clothing,3.3,5.06,4.62,4374.27,221.1,4153.17,1258.54,4.05,1849,2.51,3,1,0,0,0,1,0,0,0,36-50,High,Very High,Good,No Discount,Q4,"(0.00901, 4.228]",2025,8,August,31,6,Sunday,3,35,1,0,1,20331,Summer,170,0
560,30,Other,PhD,75766,4920.58,2025-07-23,Home,2.1,33.79,33.7,4954.28,1662.66,3291.62,1567.44,6.49,900,2.53,3,0,0,1,0,0,0,0,1,26-35,Upper-Middle,Very High,Fair,Medium Discount,Q4,"(4.228, 8.426]",2025,7,July,23,2,Wednesday,3,30,0,0,0,20292,Summer,209,0
561,73,Male,PhD,144046,3843.68,2025-06-27,Books,1.1,12.44,2.82,3846.5,478.15,3368.35,3062.14,2.67,5329,1.97,3,0,1,0,1,0,0,0,0,65+,High,Very High,Poor,Low Discount,Q4,"(0.00901, 4.228]",2025,6,June,27,4,Friday,2,26,0,0,0,20266,Summer,235,0
562,64,Other,PhD,33403,2094.66,2025-08-16,Home,1.5,0.77,33.64,2128.3,16.13,2112.17,1408.11,6.27,4096,0.52,3,0,0,1,0,0,0,0,1,51-65,Lower-Middle,Very High,Poor,No Discount,Q3,"(4.228, 8.426]",2025,8,August,16,5,Saturday,3,33,1,0,0,20316,Summer,185,0
563,48,Female,Bachelor,52097,2112.57,2025-02-19,Clothing,3.5,8.34,42.15,2154.72,176.19,1978.53,565.29,4.06,2304,1.09,1,1,0,0,0,1,0,0,0,36-50,Middle,Very High,Good,No Discount,Q3,"(0.00901, 4.228]",2025,2,February,19,2,Wednesday,1,8,0,0,0,20138,Winter,363,0
564,77,Female,PhD,98657,3690.54,2025-11-15,Books,4.7,30.33,19.94,3710.48,1119.34,2591.14,551.31,3.74,5929,1.28,3,1,0,0,1,0,0,0,0,65+,Upper-Middle,Very High,Excellent,Medium Discount,Q3,"(0.00901, 4.228]",2025,11,November,15,5,Saturday,4,46,1,0,0,20407,Fall,94,0
565,51,Other,Bachelor,140607,1201.5,2026-02-07,Electronics,1.8,35.46,26.11,1227.61,426.05,801.56,445.31,0.85,2601,2.76,1,0,0,1,0,0,1,0,0,51-65,High,High,Poor,Medium Discount,Q1,"(0.00901, 4.228]",2026,2,February,7,5,Saturday,1,6,1,0,0,20491,Winter,10,1
566,56,Female,PhD,30966,561.27,2025-12-12,Food,3.9,1.05,20.08,581.35,5.89,575.46,147.55,1.81,3136,0.55,3,1,0,0,0,0,0,1,0,51-65,Lower-Middle,Medium,Good,No Discount,Q1,"(0.00901, 4.228]",2025,12,December,12,4,Friday,4,50,0,0,0,20434,Winter,67,0
567,20,Other,Master,144862,1779.56,2025-07-23,Clothing,4.5,1.82,15.02,1794.58,32.39,1762.19,391.6,1.23,400,7.24,2,0,0,1,0,1,0,0,0,18-25,High,High,Excellent,No Discount,Q2,"(0.00901, 4.228]",2025,7,July,23,2,Wednesday,3,30,0,0,0,20292,Summer,209,0
568,25,Female,High School,119157,1443.32,2025-08-06,Clothing,3.1,45.13,40.16,1483.48,651.37,832.11,268.42,1.21,625,4.77,0,1,0,0,0,1,0,0,0,18-25,High,High,Good,High Discount,Q1,"(0.00901, 4.228]",2025,8,August,6,2,Wednesday,3,32,0,0,0,20306,Summer,195,0
